id,contract_id,amount,due_date,paid_date,status,payment_method,notes,external_id,created_at,updated_at,payment_type
36646677-1645-4b61-8674-3e934d3795b3,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2025-07-01,2025-07-01,paid,DD,11,,2025-09-18T16:06:51.304909+00:00,2025-09-18T16:06:51.304909+00:00,normalPayment
50d332c6-e1ce-4c5e-84db-36fbfd843f9d,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2025-08-01,2025-08-01,paid,DD,12,,2025-09-18T16:06:51.304920+00:00,2025-09-18T16:06:51.304920+00:00,normalPayment
05b3321b-d7dd-411f-9748-9cb9b323e952,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2025-09-01,,pending,DD,13,,2025-09-18T16:06:51.304931+00:00,2025-09-18T16:06:51.304931+00:00,normalPayment
e41742a9-fccf-45d8-8e39-1b7aa332806c,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2025-10-01,,pending,DD,14,,2025-09-18T16:06:51.304945+00:00,2025-09-18T16:06:51.304945+00:00,normalPayment
a4df8562-7293-4e10-b881-ecaf5c6ca526,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2025-11-01,,pending,DD,15,,2025-09-18T16:06:51.304956+00:00,2025-09-18T16:06:51.304956+00:00,normalPayment
a292c206-af69-4653-bf4e-7f2a7596e607,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2025-12-01,,pending,DD,16,,2025-09-18T16:06:51.304968+00:00,2025-09-18T16:06:51.304968+00:00,normalPayment
5fd28564-53fc-46bc-bb86-60b63827248b,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2026-01-01,,pending,DD,17,,2025-09-18T16:06:51.304979+00:00,2025-09-18T16:06:51.304979+00:00,normalPayment
1133f21f-5bb8-44c2-818f-7b69ea62755a,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2026-02-01,,pending,DD,18,,2025-09-18T16:06:51.304990+00:00,2025-09-18T16:06:51.304990+00:00,normalPayment
d2be0e37-392a-4965-80c9-56ce87017c4c,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2026-03-01,,pending,DD,19,,2025-09-18T16:06:51.305001+00:00,2025-09-18T16:06:51.305001+00:00,normalPayment
cf7ec4b3-55c4-4c0e-865c-39ff59316607,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2026-04-01,,pending,DD,20,,2025-09-18T16:06:51.305012+00:00,2025-09-18T16:06:51.305012+00:00,normalPayment
ccaa9321-96fb-496a-8fb7-d6d6199e5d3f,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2026-05-01,,pending,DD,21,,2025-09-18T16:06:51.305024+00:00,2025-09-18T16:06:51.305024+00:00,normalPayment
38dc3ca9-a8fe-4539-82cd-58e16f48ac70,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2026-06-01,,pending,DD,22,,2025-09-18T16:06:51.305035+00:00,2025-09-18T16:06:51.305035+00:00,normalPayment
eeb84e37-8675-4dcd-ac93-091616409a5a,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2026-07-01,,pending,DD,23,,2025-09-18T16:06:51.305049+00:00,2025-09-18T16:06:51.305049+00:00,normalPayment
72ddb7b4-9a6e-4494-9ee6-ec19fa227f23,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2026-08-01,,pending,DD,24,,2025-09-18T16:06:51.305060+00:00,2025-09-18T16:06:51.305060+00:00,normalPayment
1b6cb14b-86c9-4020-afcd-646460e27fcf,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2024-07-01,2024-07-01,paid,Stripe,1,,2025-09-18T16:06:51.305370+00:00,2025-09-18T16:06:51.305370+00:00,normalPayment
ae367cb4-9657-47f7-a7be-5c1899614e87,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2024-08-01,2024-08-01,paid,Stripe,2,,2025-09-18T16:06:51.305386+00:00,2025-09-18T16:06:51.305386+00:00,normalPayment
78a504d9-97ad-4f71-8f7d-a6e8c369fe2d,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2024-09-01,2024-09-01,paid,Stripe,3,,2025-09-18T16:06:51.305398+00:00,2025-09-18T16:06:51.305398+00:00,normalPayment
a1a065c7-8dce-47ea-87e6-1d201685af15,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2024-10-01,2024-10-01,paid,Stripe,4,,2025-09-18T16:06:51.305410+00:00,2025-09-18T16:06:51.305410+00:00,normalPayment
ac70b8a0-b866-4e79-b256-9bb394de6b8b,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2024-11-01,2024-11-01,paid,Stripe,5,,2025-09-18T16:06:51.305422+00:00,2025-09-18T16:06:51.305422+00:00,normalPayment
9617c2fa-1656-4e60-aab1-22675c5d1019,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2024-12-01,2024-12-01,paid,Stripe,6,,2025-09-18T16:06:51.305433+00:00,2025-09-18T16:06:51.305433+00:00,normalPayment
48a9b031-10bd-4581-bd00-2336f679550c,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-01-01,2025-01-01,paid,Stripe,7,,2025-09-18T16:06:51.305445+00:00,2025-09-18T16:06:51.305445+00:00,normalPayment
100a0f2d-930c-4bf0-83ac-3290cdcafcb0,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-02-01,2025-02-01,paid,Stripe,8,,2025-09-18T16:06:51.305456+00:00,2025-09-18T16:06:51.305456+00:00,normalPayment
cbd53ad8-a370-4935-810c-69fc9bc1b869,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-03-01,2025-03-01,paid,Stripe,9,,2025-09-18T16:06:51.305468+00:00,2025-09-18T16:06:51.305468+00:00,normalPayment
720e87e3-e1ce-472a-bff6-ab883abdc43e,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-04-01,2025-04-01,paid,Stripe,10,,2025-09-18T16:06:51.305479+00:00,2025-09-18T16:06:51.305479+00:00,normalPayment
0d5a7c26-1159-493d-bfcb-81a1ec572ed5,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-05-01,2025-05-01,paid,Stripe,11,,2025-09-18T16:06:51.305490+00:00,2025-09-18T16:06:51.305490+00:00,normalPayment
726216e7-41dd-4dda-92af-3bffe6264fcb,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-06-01,2025-06-01,paid,Stripe,12,,2025-09-18T16:06:51.305502+00:00,2025-09-18T16:06:51.305502+00:00,normalPayment
1514735d-30b2-42b4-83bf-d4292a3947d0,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-07-01,2025-07-01,paid,Stripe,13,,2025-09-18T16:06:51.305513+00:00,2025-09-18T16:06:51.305513+00:00,normalPayment
c4aaa688-8064-45b1-b2ce-2cebd7fb816d,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-08-01,2025-08-01,paid,Stripe,14,,2025-09-18T16:06:51.305524+00:00,2025-09-18T16:06:51.305524+00:00,normalPayment
a584ab57-8c9a-4307-b13e-58a2b20c408f,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-09-01,2025-09-01,paid,Stripe,15,,2025-09-18T16:06:51.305536+00:00,2025-09-18T16:06:51.305536+00:00,normalPayment
58ebf394-eef2-4cce-a6bd-0935e3062eee,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-10-01,,pending,Stripe,16,,2025-09-18T16:06:51.305547+00:00,2025-09-18T16:06:51.305547+00:00,normalPayment
c96b9bef-bc50-48c4-97b0-e8e158312241,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-11-01,,pending,Stripe,17,,2025-09-18T16:06:51.305559+00:00,2025-09-18T16:06:51.305559+00:00,normalPayment
649c4a20-060f-4e47-b454-cdf6677d6910,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-12-01,,pending,Stripe,18,,2025-09-18T16:06:51.305570+00:00,2025-09-18T16:06:51.305570+00:00,normalPayment
6b1b1af1-7c1d-4d5d-8bc8-57140798f8c3,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2026-01-01,,pending,Stripe,19,,2025-09-18T16:06:51.305581+00:00,2025-09-18T16:06:51.305581+00:00,normalPayment
87a5ad5f-31de-4a2d-8b4f-5445101535dd,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2026-02-01,,pending,Stripe,20,,2025-09-18T16:06:51.305592+00:00,2025-09-18T16:06:51.305592+00:00,normalPayment
b4db96fa-162e-4756-9186-9ecd36b23966,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2026-03-01,,pending,Stripe,21,,2025-09-18T16:06:51.305603+00:00,2025-09-18T16:06:51.305603+00:00,normalPayment
bd3210ef-f11c-4a02-ae2c-18dd6dac8129,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2026-04-01,,pending,Stripe,22,,2025-09-18T16:06:51.305614+00:00,2025-09-18T16:06:51.305614+00:00,normalPayment
da17586c-e172-416d-990f-c0bdd8db08b5,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2026-05-01,,pending,Stripe,23,,2025-09-18T16:06:51.305625+00:00,2025-09-18T16:06:51.305625+00:00,normalPayment
dec734a1-c716-4a19-98e2-e679c3855f70,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2026-06-01,,pending,Stripe,24,,2025-09-18T16:06:51.305636+00:00,2025-09-18T16:06:51.305636+00:00,normalPayment
4fcab9c0-36dc-4152-973e-d501e720eb2f,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2025-05-01,2025-05-01,paid,Stripe,1,,2025-09-18T16:06:51.305945+00:00,2025-09-18T16:06:51.305945+00:00,normalPayment
5c0b2833-e5d1-4ffa-8074-feac91a884ec,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2025-06-01,2025-06-01,paid,Stripe,2,,2025-09-18T16:06:51.305959+00:00,2025-09-18T16:06:51.305959+00:00,normalPayment
552fc6ab-ce3c-4790-a7cd-ccbbbad4dcd0,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2025-07-01,2025-07-01,paid,Stripe,3,,2025-09-18T16:06:51.305971+00:00,2025-09-18T16:06:51.305971+00:00,normalPayment
f573f29f-b4d8-4f04-9c0d-62a7f20b6590,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2025-08-01,2025-08-01,paid,Stripe,4,,2025-09-18T16:06:51.305985+00:00,2025-09-18T16:06:51.305985+00:00,normalPayment
c96972ee-c86c-4d4f-bf73-61841a2e514f,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2025-10-01,,pending,Stripe,5,,2025-09-18T16:06:51.306021+00:00,2025-09-18T16:06:51.306021+00:00,normalPayment
d179de94-2869-4c7b-b9b6-8769f6ec38ca,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2025-11-01,,pending,Stripe,6,,2025-09-18T16:06:51.306033+00:00,2025-09-18T16:06:51.306033+00:00,normalPayment
b9ef495a-59b8-4e5f-9476-007fdc34b508,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2025-12-01,,pending,Stripe,7,,2025-09-18T16:06:51.306045+00:00,2025-09-18T16:06:51.306045+00:00,normalPayment
a6d5b01f-42af-482c-a547-fd7c841b664e,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-01-01,,pending,Stripe,8,,2025-09-18T16:06:51.306057+00:00,2025-09-18T16:06:51.306057+00:00,normalPayment
244332a8-aa0d-44e1-9048-bb4d2f4e038b,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-02-01,,pending,Stripe,9,,2025-09-18T16:06:51.306068+00:00,2025-09-18T16:06:51.306068+00:00,normalPayment
13dbf9db-abad-43a8-b76a-fc43462e9d91,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-03-01,,pending,Stripe,10,,2025-09-18T16:06:51.306079+00:00,2025-09-18T16:06:51.306079+00:00,normalPayment
33e44f9f-95aa-4d87-865f-cfd5a734f273,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-04-01,,pending,Stripe,11,,2025-09-18T16:06:51.306091+00:00,2025-09-18T16:06:51.306091+00:00,normalPayment
1f3a9cbb-7bd6-4c57-bba4-4e6aef8586e6,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-05-01,,pending,Stripe,12,,2025-09-18T16:06:51.306102+00:00,2025-09-18T16:06:51.306102+00:00,normalPayment
4ba238e5-b807-4659-9c1f-eb9c193cdd9d,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-06-01,,pending,Stripe,13,,2025-09-18T16:06:51.306113+00:00,2025-09-18T16:06:51.306113+00:00,normalPayment
e0603fec-c019-42a3-884f-ad0d4248ab53,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-07-01,,pending,Stripe,14,,2025-09-18T16:06:51.306124+00:00,2025-09-18T16:06:51.306124+00:00,normalPayment
8ac2e44e-8724-4aea-b498-525b7e1bfb6d,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-08-01,,pending,Stripe,15,,2025-09-18T16:06:51.306135+00:00,2025-09-18T16:06:51.306135+00:00,normalPayment
b51fddd4-7889-47ba-9657-b61070ccfdea,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-09-01,,pending,Stripe,16,,2025-09-18T16:06:51.306146+00:00,2025-09-18T16:06:51.306146+00:00,normalPayment
6be94c1e-3400-4968-9b21-7a32e48a0c40,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-10-01,,pending,Stripe,17,,2025-09-18T16:06:51.306157+00:00,2025-09-18T16:06:51.306157+00:00,normalPayment
e1ca9dc1-1863-4b10-b3cf-79850a879721,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-02-01,2025-02-01,paid,DD,1,,2025-09-18T16:06:51.306452+00:00,2025-09-18T16:06:51.306452+00:00,normalPayment
d7998519-c7fa-4ff0-81ca-2c8ec8b20f4c,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-03-01,2025-03-01,paid,DD,2,,2025-09-18T16:06:51.306466+00:00,2025-09-18T16:06:51.306466+00:00,normalPayment
daa19379-dbef-4819-9573-7ed1d2de14b0,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-04-01,2025-04-01,paid,DD,3,,2025-09-18T16:06:51.306486+00:00,2025-09-18T16:06:51.306486+00:00,normalPayment
c20e99a5-1caa-4e7e-aa9e-ccedc184a52d,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-05-01,2025-05-01,paid,DD,4,,2025-09-18T16:06:51.306498+00:00,2025-09-18T16:06:51.306498+00:00,normalPayment
cf2235f8-f7ad-43ba-acf3-527ade89305c,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-06-01,2025-06-01,paid,DD,5,,2025-09-18T16:06:51.306510+00:00,2025-09-18T16:06:51.306510+00:00,normalPayment
0dbed1f1-7094-4ae2-9810-894f5077625f,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-07-01,2025-07-01,paid,DD,6,,2025-09-18T16:06:51.306522+00:00,2025-09-18T16:06:51.306522+00:00,normalPayment
ff0708e0-c2bd-4166-847a-3808adee8836,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-08-01,2025-08-01,paid,DD,7,,2025-09-18T16:06:51.306533+00:00,2025-09-18T16:06:51.306533+00:00,normalPayment
ffec17f9-b6a1-470f-a699-2337f20d2b34,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-09-01,,pending,DD,8,,2025-09-18T16:06:51.306545+00:00,2025-09-18T16:06:51.306545+00:00,normalPayment
b5ce622d-9a11-466c-b068-3e2a1227191f,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-10-01,,pending,DD,9,,2025-09-18T16:06:51.306556+00:00,2025-09-18T16:06:51.306556+00:00,normalPayment
fb3b5ef0-85aa-492e-ae71-1a9e8ccf00d1,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-11-01,,pending,DD,10,,2025-09-18T16:06:51.306567+00:00,2025-09-18T16:06:51.306567+00:00,normalPayment
5493b713-9f99-42e6-87ad-af432be43fa4,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-12-01,,pending,DD,11,,2025-09-18T16:06:51.306579+00:00,2025-09-18T16:06:51.306579+00:00,normalPayment
a8f26eb0-1a44-45ec-a770-adcdfe90024c,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-01-01,,pending,DD,12,,2025-09-18T16:06:51.306591+00:00,2025-09-18T16:06:51.306591+00:00,normalPayment
ac54db70-b625-4e31-a621-b7a6667bcca3,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-02-01,,pending,DD,13,,2025-09-18T16:06:51.306603+00:00,2025-09-18T16:06:51.306603+00:00,normalPayment
fb247501-9670-447e-8819-77d2fd66a58c,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-03-01,,pending,DD,14,,2025-09-18T16:06:51.306614+00:00,2025-09-18T16:06:51.306614+00:00,normalPayment
2af6c63e-34c2-40dc-9924-213d78c9bb91,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-04-01,,pending,DD,15,,2025-09-18T16:06:51.306625+00:00,2025-09-18T16:06:51.306625+00:00,normalPayment
ded56d78-1be2-4714-887b-ea4c5a083217,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-05-01,,pending,DD,16,,2025-09-18T16:06:51.306636+00:00,2025-09-18T16:06:51.306636+00:00,normalPayment
84ea26ae-c7ce-423f-a9aa-0d967b7a9240,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-06-01,,pending,DD,17,,2025-09-18T16:06:51.306647+00:00,2025-09-18T16:06:51.306647+00:00,normalPayment
1b0f049b-09fc-4acc-a76c-2f8ce0bd2f73,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-07-01,,pending,DD,18,,2025-09-18T16:06:51.306658+00:00,2025-09-18T16:06:51.306658+00:00,normalPayment
8cb9c9c8-e9c7-4969-a0df-35238a4cdd1a,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-08-01,,pending,DD,19,,2025-09-18T16:06:51.306669+00:00,2025-09-18T16:06:51.306669+00:00,normalPayment
9047ead1-dd8f-4f10-9cf9-b7f109146e29,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-09-01,,pending,DD,20,,2025-09-18T16:06:51.306680+00:00,2025-09-18T16:06:51.306680+00:00,normalPayment
07f85784-d45a-4c08-9440-f6f915334285,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-10-01,,pending,DD,21,,2025-09-18T16:06:51.306691+00:00,2025-09-18T16:06:51.306691+00:00,normalPayment
3aa1aec2-b325-47da-8c6a-0d77e0722e9e,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-11-01,,pending,DD,22,,2025-09-18T16:06:51.306703+00:00,2025-09-18T16:06:51.306703+00:00,normalPayment
0e088987-8d56-4aac-a887-014717c08760,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-12-01,,pending,DD,23,,2025-09-18T16:06:51.306714+00:00,2025-09-18T16:06:51.306714+00:00,normalPayment
ea46aa5c-4ea1-4588-a47d-5907af2a7a6d,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2027-01-01,,pending,DD,24,,2025-09-18T16:06:51.306725+00:00,2025-09-18T16:06:51.306725+00:00,normalPayment
9bfd465a-e018-4685-8d0f-b3f9f4512a0a,53d787f9-e56b-43bf-8ab9-87b32c4ee249,163.31,2025-04-01,2025-04-01,paid,Stripe,1,,2025-09-18T16:06:51.306985+00:00,2025-09-18T16:06:51.306985+00:00,normalPayment
78dfb86f-6a16-4c1c-b136-5b6411fc809f,53d787f9-e56b-43bf-8ab9-87b32c4ee249,163.31,2025-05-01,2025-05-01,paid,Stripe,2,,2025-09-18T16:06:51.307000+00:00,2025-09-18T16:06:51.307000+00:00,normalPayment
0dedc83b-6b0a-4fc7-8cfb-a9eda3fff4ad,53d787f9-e56b-43bf-8ab9-87b32c4ee249,163.31,2025-06-01,2025-06-01,paid,Stripe,3,,2025-09-18T16:06:51.307012+00:00,2025-09-18T16:06:51.307012+00:00,normalPayment
e34e4f80-bf93-4444-897d-2050b343f9b8,53d787f9-e56b-43bf-8ab9-87b32c4ee249,163.31,2025-07-01,2025-07-01,paid,Stripe,4,,2025-09-18T16:06:51.307024+00:00,2025-09-18T16:06:51.307024+00:00,normalPayment
d5edef22-9576-4a61-b31d-a749baec0d91,53d787f9-e56b-43bf-8ab9-87b32c4ee249,163.31,2025-08-01,2025-08-01,paid,Stripe,5,,2025-09-18T16:06:51.307035+00:00,2025-09-18T16:06:51.307035+00:00,normalPayment
d8ab9124-827a-4fc8-8718-adcbecabf0b7,53d787f9-e56b-43bf-8ab9-87b32c4ee249,163.31,2025-09-01,,pending,Stripe,6,,2025-09-18T16:06:51.307047+00:00,2025-09-18T16:06:51.307047+00:00,normalPayment
adccbf0b-d3bb-4727-8cbd-2e60db8a9b35,53d787f9-e56b-43bf-8ab9-87b32c4ee249,163.31,2025-10-01,,pending,Stripe,7,,2025-09-18T16:06:51.307058+00:00,2025-09-18T16:06:51.307058+00:00,normalPayment
aac50d6a-8893-47eb-81cc-428714f69764,53d787f9-e56b-43bf-8ab9-87b32c4ee249,163.31,2025-11-01,,pending,Stripe,8,,2025-09-18T16:06:51.307069+00:00,2025-09-18T16:06:51.307069+00:00,normalPayment
5086661c-8de6-470f-9270-0ffca6f3622e,1444a24c-cf54-40e7-9b7e-7013ede81111,700.0,2024-08-10,2024-08-10,paid,DD,,,2025-09-18T16:06:51.307289+00:00,2025-09-18T16:06:51.307289+00:00,downPayment
c54b23ff-dc35-4b3a-9d1b-f3e2da4e51e5,1444a24c-cf54-40e7-9b7e-7013ede81111,277.08,2024-08-01,2024-08-01,paid,DD,1,,2025-09-18T16:06:51.307371+00:00,2025-09-18T16:06:51.307371+00:00,normalPayment
4a54eee3-c843-45cc-8b0f-4dc5cf72b29d,1444a24c-cf54-40e7-9b7e-7013ede81111,277.08,2024-09-01,2024-09-01,paid,DD,2,,2025-09-18T16:06:51.307384+00:00,2025-09-18T16:06:51.307384+00:00,normalPayment
3f1ba7db-1335-4f6b-b399-45be6e57adf3,1444a24c-cf54-40e7-9b7e-7013ede81111,277.08,2024-10-01,2024-10-01,paid,DD,3,,2025-09-18T16:06:51.307396+00:00,2025-09-18T16:06:51.307396+00:00,normalPayment
4e25e4b1-2899-4537-9167-7aaedd3b3d46,1444a24c-cf54-40e7-9b7e-7013ede81111,277.08,2024-11-01,2024-11-01,paid,DD,4,,2025-09-18T16:06:51.307408+00:00,2025-09-18T16:06:51.307408+00:00,normalPayment
2e870ff8-e841-4cd0-ab37-b422cc7d0cb0,1444a24c-cf54-40e7-9b7e-7013ede81111,277.08,2024-12-01,2024-12-01,paid,DD,5,,2025-09-18T16:06:51.307419+00:00,2025-09-18T16:06:51.307419+00:00,normalPayment
7001248d-510a-4800-b459-f1b95af378b1,1444a24c-cf54-40e7-9b7e-7013ede81111,277.08,2025-01-01,2025-01-01,paid,DD,6,,2025-09-18T16:06:51.307430+00:00,2025-09-18T16:06:51.307430+00:00,normalPayment
7eb5b319-9aaf-460f-a583-20c621c6f821,1444a24c-cf54-40e7-9b7e-7013ede81111,277.08,2025-02-01,2025-02-01,paid,DD,7,,2025-09-18T16:06:51.307445+00:00,2025-09-18T16:06:51.307445+00:00,normalPayment
0f8c4b2a-f402-452a-854e-076b434cebe6,1444a24c-cf54-40e7-9b7e-7013ede81111,277.08,2025-03-01,2025-03-01,paid,DD,8,,2025-09-18T16:06:51.307457+00:00,2025-09-18T16:06:51.307457+00:00,normalPayment
d258cb00-a827-46a0-ba77-769b67d6b388,1444a24c-cf54-40e7-9b7e-7013ede81111,277.08,2025-04-01,2025-04-01,paid,DD,9,,2025-09-18T16:06:51.307468+00:00,2025-09-18T16:06:51.307468+00:00,normalPayment
3f4ec510-7d63-46e9-875b-bc8523c91b3a,1444a24c-cf54-40e7-9b7e-7013ede81111,277.08,2025-05-01,2025-05-01,paid,DD,10,,2025-09-18T16:06:51.307479+00:00,2025-09-18T16:06:51.307479+00:00,normalPayment
dd970a03-2e35-4b44-8802-d978384bad4a,1444a24c-cf54-40e7-9b7e-7013ede81111,277.08,2025-06-01,2025-06-01,paid,DD,11,,2025-09-18T16:06:51.307491+00:00,2025-09-18T16:06:51.307491+00:00,normalPayment
dc4c249c-14af-4663-9ee8-a5e55695faba,1444a24c-cf54-40e7-9b7e-7013ede81111,277.08,2025-07-01,2025-07-01,paid,DD,12,,2025-09-18T16:06:51.307501+00:00,2025-09-18T16:06:51.307501+00:00,normalPayment
6b618982-d35e-424a-9def-9b1527b29746,1444a24c-cf54-40e7-9b7e-7013ede81111,277.08,2025-08-01,2025-08-01,paid,DD,13,,2025-09-18T16:06:51.307512+00:00,2025-09-18T16:06:51.307512+00:00,normalPayment
