id,contract_id,amount,due_date,paid_date,status,payment_method,notes,external_id,created_at,updated_at,payment_type
908c2153-6167-4e82-a36d-07309f2bff92,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2025-12-01,,pending,,16,ADELAIDE MARIA LOPES MILHAZES_Ativo_installment_16,2025-09-18T16:23:49.881425,2025-09-18T16:23:49.881425,normalPayment
01801745-c6d8-4855-8020-d694bfcb2769,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2026-01-01,,pending,,17,ADELAIDE MARIA LOPES MILHAZES_Ativo_installment_17,2025-09-18T16:23:49.881434,2025-09-18T16:23:49.881435,normalPayment
50241926-3e5c-4999-b28c-5ea167a4548d,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2026-02-01,,pending,,18,ADELAIDE MARIA LOPES MILHAZES_Ativo_installment_18,2025-09-18T16:23:49.881443,2025-09-18T16:23:49.881444,normalPayment
30777e62-38fa-4b8e-bf6f-d191afa1a485,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2026-03-01,,pending,,19,ADELAIDE MARIA LOPES MILHAZES_Ativo_installment_19,2025-09-18T16:23:49.881452,2025-09-18T16:23:49.881453,normalPayment
4a0ad1f5-a8c4-4716-87da-2f904a55c228,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2026-04-01,,pending,,20,ADELAIDE MARIA LOPES MILHAZES_Ativo_installment_20,2025-09-18T16:23:49.881462,2025-09-18T16:23:49.881462,normalPayment
419b9c0b-e51d-4eda-a717-a402ff3430e5,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2026-05-01,,pending,,21,ADELAIDE MARIA LOPES MILHAZES_Ativo_installment_21,2025-09-18T16:23:49.881471,2025-09-18T16:23:49.881472,normalPayment
3f5261bf-6660-4848-aca5-ef3ba2f05b49,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2026-06-01,,pending,,22,ADELAIDE MARIA LOPES MILHAZES_Ativo_installment_22,2025-09-18T16:23:49.881481,2025-09-18T16:23:49.881482,normalPayment
a8b75bab-88a3-4c2e-9764-7ec288452768,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2026-07-01,,pending,,23,ADELAIDE MARIA LOPES MILHAZES_Ativo_installment_23,2025-09-18T16:23:49.881491,2025-09-18T16:23:49.881492,normalPayment
3020c2b7-77e4-4ecb-91ac-f36631847254,533b4ac7-79cf-4684-85b8-a9237d97a4e8,269.17,2026-08-01,,pending,,24,ADELAIDE MARIA LOPES MILHAZES_Ativo_installment_24,2025-09-18T16:23:49.881501,2025-09-18T16:23:49.881502,normalPayment
b1266288-f01e-46e6-bc64-cc375fc764b4,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2024-07-01,2024-07-01,paid,,1,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_1,2025-09-18T16:23:49.881631,2025-09-18T16:23:49.881632,normalPayment
f2de8006-d5c7-4628-97c5-f3b4c69757f5,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2024-08-01,2024-08-01,paid,,2,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_2,2025-09-18T16:23:49.881643,2025-09-18T16:23:49.881643,normalPayment
457acb6f-4037-49ab-b1be-06fc34a97b4e,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2024-09-01,2024-09-01,paid,,3,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_3,2025-09-18T16:23:49.881653,2025-09-18T16:23:49.881654,normalPayment
8a262e91-289b-4d8a-9072-bbf757b1b567,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2024-10-01,2024-10-01,paid,,4,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_4,2025-09-18T16:23:49.881664,2025-09-18T16:23:49.881665,normalPayment
12198555-887e-4154-8f2d-2d83bd7bec73,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2024-11-01,2024-11-01,paid,,5,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_5,2025-09-18T16:23:49.881675,2025-09-18T16:23:49.881675,normalPayment
a3850282-e1c8-4908-9e03-836228dc6e8b,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2024-12-01,2024-12-01,paid,,6,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_6,2025-09-18T16:23:49.881685,2025-09-18T16:23:49.881686,normalPayment
c21971c8-4cde-4137-b35a-f42331d2e498,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-01-01,2025-01-01,paid,,7,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_7,2025-09-18T16:23:49.881694,2025-09-18T16:23:49.881695,normalPayment
01b9e1e1-07de-4bf8-9b9e-666588d88e4e,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-02-01,2025-02-01,paid,,8,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_8,2025-09-18T16:23:49.881703,2025-09-18T16:23:49.881704,normalPayment
90f05a72-524b-4fb6-b99a-1f0b115478d9,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-03-01,2025-03-01,paid,,9,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_9,2025-09-18T16:23:49.881713,2025-09-18T16:23:49.881713,normalPayment
a87244e2-82b0-487d-8d45-38160d60404b,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-04-01,2025-04-01,paid,,10,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_10,2025-09-18T16:23:49.881722,2025-09-18T16:23:49.881723,normalPayment
9727acce-285a-4576-8b38-209cfb545968,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-05-01,2025-05-01,paid,,11,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_11,2025-09-18T16:23:49.881732,2025-09-18T16:23:49.881733,normalPayment
d582d026-dc2e-412c-ac90-a6c519c108c5,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-06-01,2025-06-01,paid,,12,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_12,2025-09-18T16:23:49.881742,2025-09-18T16:23:49.881742,normalPayment
70d83b0a-00ae-4959-b0e2-5b3ee4359300,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-07-01,2025-07-01,paid,,13,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_13,2025-09-18T16:23:49.881752,2025-09-18T16:23:49.881752,normalPayment
a2362aee-df23-42e8-ae7a-b1c8c8617823,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-08-01,2025-08-01,paid,,14,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_14,2025-09-18T16:23:49.881762,2025-09-18T16:23:49.881763,normalPayment
711a430f-c014-4800-93ab-49bf5a2c5552,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-09-01,2025-09-01,paid,,15,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_15,2025-09-18T16:23:49.881772,2025-09-18T16:23:49.881773,normalPayment
4568fb18-a7a5-47da-8128-f0a16ea7722a,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-10-01,,pending,,16,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_16,2025-09-18T16:23:49.881785,2025-09-18T16:23:49.881785,normalPayment
63ae8301-8374-4974-8156-f9b994c468c1,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-11-01,,pending,,17,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_17,2025-09-18T16:23:49.881795,2025-09-18T16:23:49.881796,normalPayment
eec63798-f790-4ca7-8e5d-de681799835a,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2025-12-01,,pending,,18,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_18,2025-09-18T16:23:49.881806,2025-09-18T16:23:49.881807,normalPayment
87e61ff4-5adf-42af-8b17-16ad84a70e33,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2026-01-01,,pending,,19,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_19,2025-09-18T16:23:49.881815,2025-09-18T16:23:49.881816,normalPayment
9f2b0e44-4322-445a-8c40-da4e2cd34e58,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2026-02-01,,pending,,20,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_20,2025-09-18T16:23:49.881824,2025-09-18T16:23:49.881825,normalPayment
fd53b8af-5a6f-45c3-be8b-e60684a718a2,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2026-03-01,,pending,,21,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_21,2025-09-18T16:23:49.881833,2025-09-18T16:23:49.881834,normalPayment
6d343c85-50da-49fc-b0ac-cf8bdf02a8bd,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2026-04-01,,pending,,22,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_22,2025-09-18T16:23:49.881842,2025-09-18T16:23:49.881843,normalPayment
66debf1d-3d42-4abd-8816-7de27cab1096,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2026-05-01,,pending,,23,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_23,2025-09-18T16:23:49.881852,2025-09-18T16:23:49.881853,normalPayment
5ba5c9fb-e75c-4162-88fd-a2820145624a,53487672-9a8a-4249-9a39-1117b50a6525,228.12,2026-06-01,,pending,,24,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_24,2025-09-18T16:23:49.881862,2025-09-18T16:23:49.881862,normalPayment
2d14f40e-4726-45a8-93ee-e23e7c5b3b38,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2025-05-01,2025-05-01,paid,,1,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_1,2025-09-18T16:23:49.881998,2025-09-18T16:23:49.881999,normalPayment
064ed115-1cb4-417c-9e1e-a945eabd72e9,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2025-06-01,2025-06-01,paid,,2,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_2,2025-09-18T16:23:49.882009,2025-09-18T16:23:49.882010,normalPayment
dc27fae6-7475-427c-a7b5-2165f550012a,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2025-07-01,2025-07-01,paid,,3,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_3,2025-09-18T16:23:49.882019,2025-09-18T16:23:49.882020,normalPayment
e6b87a52-a7eb-4be6-aec2-b50019d3a8ce,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2025-08-01,2025-08-01,paid,,4,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_4,2025-09-18T16:23:49.882029,2025-09-18T16:23:49.882030,normalPayment
bab3c810-5097-4a49-94a0-81420662dde4,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2025-10-01,,pending,,5,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_5,2025-09-18T16:23:49.882042,2025-09-18T16:23:49.882043,normalPayment
957ceff6-c4bf-4f60-9356-b898682e2a6a,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2025-11-01,,pending,,6,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_6,2025-09-18T16:23:49.882053,2025-09-18T16:23:49.882054,normalPayment
5bda98a9-8e4f-4670-b544-755d55b8bb54,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2025-12-01,,pending,,7,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_7,2025-09-18T16:23:49.882064,2025-09-18T16:23:49.882064,normalPayment
001627a5-43bc-4c5d-a7d0-d46af1a1b4f2,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-01-01,,pending,,8,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_8,2025-09-18T16:23:49.882073,2025-09-18T16:23:49.882074,normalPayment
feb39634-9143-4447-9e0b-295e3f568aac,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-02-01,,pending,,9,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_9,2025-09-18T16:23:49.882082,2025-09-18T16:23:49.882083,normalPayment
cf2020bd-9c0b-4bcd-9ddc-088e702c70de,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-03-01,,pending,,10,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_10,2025-09-18T16:23:49.882092,2025-09-18T16:23:49.882092,normalPayment
a4bf9f8c-a850-43bb-832a-c27b99d62489,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-04-01,,pending,,11,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_11,2025-09-18T16:23:49.882101,2025-09-18T16:23:49.882102,normalPayment
65b67f5d-f32b-4bd4-8fe5-900083cfcc97,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-05-01,,pending,,12,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_12,2025-09-18T16:23:49.882111,2025-09-18T16:23:49.882111,normalPayment
85ad1dcb-cffe-478f-b25a-24894da632b1,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-06-01,,pending,,13,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_13,2025-09-18T16:23:49.882121,2025-09-18T16:23:49.882121,normalPayment
fcca4ce7-4a29-4769-9ccc-d53d386414ff,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-07-01,,pending,,14,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_14,2025-09-18T16:23:49.882130,2025-09-18T16:23:49.882131,normalPayment
a8ccf7fb-1585-467f-88f6-838a2988d6cd,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-08-01,,pending,,15,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_15,2025-09-18T16:23:49.882140,2025-09-18T16:23:49.882141,normalPayment
f5ced7d8-51b5-474b-9a9e-a4b763fdf04d,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-09-01,,pending,,16,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_16,2025-09-18T16:23:49.882151,2025-09-18T16:23:49.882151,normalPayment
11ef7377-5cc0-480f-8d0c-2fdb470dbd06,53487672-9a8a-4249-9a39-1117b50a6525,127.77,2026-10-01,,pending,,17,ADNESE DA VERA CRUZ PEREIRA_Ativo_installment_17,2025-09-18T16:23:49.882161,2025-09-18T16:23:49.882162,normalPayment
5cc6d3d5-26e2-4000-83db-2ff6f99e4587,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-02-01,2025-02-01,paid,,1,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_1,2025-09-18T16:23:49.882292,2025-09-18T16:23:49.882293,normalPayment
a79b411e-eb7c-4737-896b-c53f71794e74,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-03-01,2025-03-01,paid,,2,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_2,2025-09-18T16:23:49.882302,2025-09-18T16:23:49.882303,normalPayment
69ad1f5a-78ed-4a1e-beb6-d296c9632b3a,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-04-01,2025-04-01,paid,,3,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_3,2025-09-18T16:23:49.882312,2025-09-18T16:23:49.882313,normalPayment
63876b1b-681a-4a7c-b013-3bdfcf33184e,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-05-01,2025-05-01,paid,,4,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_4,2025-09-18T16:23:49.882322,2025-09-18T16:23:49.882323,normalPayment
1d365f14-cb47-442f-95b4-589c81a0349d,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-06-01,2025-06-01,paid,,5,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_5,2025-09-18T16:23:49.882332,2025-09-18T16:23:49.882333,normalPayment
3b992644-1aa0-4572-b1c5-ab2528c7f221,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-07-01,2025-07-01,paid,,6,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_6,2025-09-18T16:23:49.882342,2025-09-18T16:23:49.882343,normalPayment
624c30b3-ddb6-4b86-97c6-869d7cb0d8ed,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-08-01,2025-08-01,paid,,7,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_7,2025-09-18T16:23:49.882352,2025-09-18T16:23:49.882353,normalPayment
d9d8543d-04f7-42a7-9a0b-cd88b3d55b0d,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-09-01,,pending,,8,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_8,2025-09-18T16:23:49.882362,2025-09-18T16:23:49.882363,normalPayment
a1967b85-a7ec-45f1-8ef1-55ae01864578,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-10-01,,pending,,9,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_9,2025-09-18T16:23:49.882373,2025-09-18T16:23:49.882374,normalPayment
c96477c8-fd45-421e-b64f-19b425bd26d2,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-11-01,,pending,,10,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_10,2025-09-18T16:23:49.882384,2025-09-18T16:23:49.882384,normalPayment
2dc9ac29-6737-4fdd-8ce1-ef851558c496,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2025-12-01,,pending,,11,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_11,2025-09-18T16:23:49.882394,2025-09-18T16:23:49.882395,normalPayment
bdb48d26-d35a-4ef8-830b-3725327a1407,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-01-01,,pending,,12,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_12,2025-09-18T16:23:49.882403,2025-09-18T16:23:49.882404,normalPayment
eda21e2d-5432-400a-bd01-79def7ef9a9d,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-02-01,,pending,,13,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_13,2025-09-18T16:23:49.882412,2025-09-18T16:23:49.882413,normalPayment
748c026b-3fc6-4450-801e-1b1713bfad40,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-03-01,,pending,,14,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_14,2025-09-18T16:23:49.882421,2025-09-18T16:23:49.882422,normalPayment
96fa55c3-35b6-4320-87ae-119f3f62b900,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-04-01,,pending,,15,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_15,2025-09-18T16:23:49.882430,2025-09-18T16:23:49.882431,normalPayment
4aae1318-c6e6-4844-a58f-77870c9ac7cb,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-05-01,,pending,,16,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_16,2025-09-18T16:23:49.882440,2025-09-18T16:23:49.882441,normalPayment
5b876413-32f2-47c2-bfed-543d249d1af0,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-06-01,,pending,,17,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_17,2025-09-18T16:23:49.882450,2025-09-18T16:23:49.882450,normalPayment
b2c0920c-1a85-413e-87b6-683ed55d3f4c,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-07-01,,pending,,18,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_18,2025-09-18T16:23:49.882460,2025-09-18T16:23:49.882460,normalPayment
6ce5ef93-03d0-4207-bcef-5b2f1fc2a76d,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-08-01,,pending,,19,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_19,2025-09-18T16:23:49.882470,2025-09-18T16:23:49.882470,normalPayment
fa35ce93-bb16-4cea-9658-f262f43aa4a7,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-09-01,,pending,,20,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_20,2025-09-18T16:23:49.882480,2025-09-18T16:23:49.882480,normalPayment
0af0a23a-3480-4fae-a085-b0ba84f07c01,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-10-01,,pending,,21,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_21,2025-09-18T16:23:49.882490,2025-09-18T16:23:49.882491,normalPayment
15da3fe4-195d-4651-8420-a55ad2e2c5b6,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-11-01,,pending,,22,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_22,2025-09-18T16:23:49.882501,2025-09-18T16:23:49.882501,normalPayment
fe0786bc-46a7-4048-ab3d-d542786c2c03,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2026-12-01,,pending,,23,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_23,2025-09-18T16:23:49.882511,2025-09-18T16:23:49.882512,normalPayment
508194ab-c5e1-4506-8e21-1874ab95d890,9a2e8cab-ece6-4a27-9c74-63320eb066b1,315.0,2027-01-01,,pending,,24,ADRIANE NARCIO MATE  (JOSE BERNARDINO TEIXEIRA DE ABREU)_Ativo_installment_24,2025-09-18T16:23:49.882520,2025-09-18T16:23:49.882521,normalPayment
d469b73b-114e-4d80-83cb-eee854dfceb5,53d787f9-e56b-43bf-8ab9-87b32c4ee249,163.31,2025-04-01,2025-04-01,paid,,1,ALAN CARLOS ALFREDO (SEM CONTRATO)_Ativo_installment_1,2025-09-18T16:23:49.882644,2025-09-18T16:23:49.882645,normalPayment
bbe8bce4-37e7-47ab-af80-95df13e24c5d,53d787f9-e56b-43bf-8ab9-87b32c4ee249,163.31,2025-05-01,2025-05-01,paid,,2,ALAN CARLOS ALFREDO (SEM CONTRATO)_Ativo_installment_2,2025-09-18T16:23:49.882655,2025-09-18T16:23:49.882655,normalPayment
5041653c-9e39-40d5-9a83-08f8a2b0225d,53d787f9-e56b-43bf-8ab9-87b32c4ee249,163.31,2025-06-01,2025-06-01,paid,,3,ALAN CARLOS ALFREDO (SEM CONTRATO)_Ativo_installment_3,2025-09-18T16:23:49.882665,2025-09-18T16:23:49.882665,normalPayment
